Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward
5820000,1.2518698,0.00018369968,2.2226266890453794,244.02083333333334,0.8809244,0.050488822,2.203564486333302,0.11591618747583457
5830000,1.2516558,0.00018349866,2.283146405542219,244.56756756756758,0.8840199,0.050432466,2.2933206908231556,0.1130468477603308
5840000,1.2513041,0.00018330147,2.3066282938751907,241.44444444444446,0.8815945,0.050349087,2.3066282915986247,0.115341395424265
5850000,1.2511901,0.00018310249,2.2125367227257513,243.51020408163265,0.8819947,0.050314557,2.212536722877804,0.11608389806838668
5860000,1.2509749,0.00018290248,2.202149712137486,238.3421052631579,0.8845609,0.05015012,2.202149714098165,0.11738561191841175
5870000,1.2508578,0.00018270404,2.2358745998806424,238.36111111111111,0.88961494,0.050190818,2.225405436754227,0.11660526325660092
5880000,1.2507459,0.00018250111,2.232575918082148,241.10416666666666,0.889577,0.05024479,2.2401212116285247,0.11722087699501794
5890000,1.2502799,0.00018230276,2.2488794321330583,243.97560975609755,0.8891067,0.050097577,2.246329998970032,0.11776271904818714
5900000,1.2501128,0.00018210412,2.2081348670317844,240.5,0.89056456,0.050013505,2.2066756333498394,0.11675144721041708
5910000,1.2497885,0.00018190057,2.24587232302478,241.91489361702128,0.8937039,0.050063852,2.2685560153230377,0.11322311056858819
5920000,1.2495248,0.00018170041,2.2795902843538083,246.1315789473684,0.8909061,0.050279517,2.255683103762567,0.1179726275993744
5930000,1.2493851,0.00018150017,2.199857536517084,239.5,0.8916008,0.05026283,2.1998575350269673,0.11843450833112001
5940000,1.2489926,0.00018129822,2.268025247587098,245.48888888888888,0.888217,0.04989457,2.268613164397803,0.115737597881393
5950000,1.248826,0.00018109883,2.194205228525859,234.46153846153845,0.8857149,0.049971078,2.1954040195792914,0.11220538521884009
5960000,1.2484815,0.00018090145,2.200144299101539,236.85365853658536,0.88689446,0.049965836,2.1934501361101866,0.10894740377552807
5970000,1.248177,0.00018069912,2.2739374052201,246.0,0.89058715,0.04998259,2.2784484153570133,0.12153715228791846
5980000,1.2480135,0.00018049635,2.2123542069212387,236.10526315789474,0.8891112,0.05010317,2.206043911141318,0.10930759676203534
5990000,1.2474993,0.00018030268,2.1247661289843647,232.02272727272728,0.89179504,0.05078005,2.1271535249596294,0.1103467294649983
6000000,1.247314,0.00018010399,2.282018024928686,241.46341463414635,0.89436823,0.050713994,2.2834173495925607,0.11608277106036742
6010000,1.2470572,0.0001798995,2.1607752836695533,243.14634146341464,0.88745517,0.050623186,2.160435392707586,0.11973945684731006
6020000,1.2467663,0.00017969741,2.267918720449272,244.8421052631579,0.9003785,0.0504655,2.265520063539346,0.11709186223407204
6030000,1.2466042,0.00017949882,2.2714538492782173,243.86046511627907,0.8992102,0.05066214,2.2714538511841798,0.11705586135517372
6040000,1.246064,0.0001792989,2.2381726560231887,244.44736842105263,0.901358,0.051132716,2.2381726542585776,0.11957394336595346
6050000,1.2457023,0.00017910119,2.231654692944643,240.35135135135135,0.90099496,0.05109798,2.2316546915350735,0.11541144353513783
6060000,1.24531,0.00017890002,2.2262982111424208,244.9318181818182,0.8991911,0.051236663,2.2262982074171305,0.11904264323476871
6070000,1.2447399,0.00017869817,2.2709751811165075,245.02564102564102,0.90005225,0.05101605,2.2709751814985886,0.11722486561689621
6080000,1.2445148,0.00017850187,2.1569903364405034,240.7,0.8981352,0.051085703,2.15699033588171,0.11817105431109667
6090000,1.2439759,0.00017830015,2.2700988304402148,246.1904761904762,0.9005445,0.05096676,2.2700988331011365,0.1164208904707006
6100000,1.2436639,0.00017809939,2.2695668934043063,239.32558139534885,0.904113,0.05102333,2.2695668944439222,0.11440418851236965
6110000,1.2434355,0.0001779024,2.282104027909892,241.8,0.90286744,0.051162206,2.2821040236524173,0.11399069087845938
6120000,1.2428504,0.00017770189,2.2624057117849588,246.075,0.90383404,0.051089026,2.262405710667372,0.11850105053745211
6130000,1.2425706,0.00017750068,2.243779777818256,244.15555555555557,0.9094092,0.05108708,2.243779777155982,0.12243690147168107
6140000,1.2419622,0.00017730168,2.3041027256598077,245.30555555555554,0.91158295,0.05119849,2.3041027246250048,0.1213622777722776
6150000,1.2415149,0.00017710212,2.2849902327104314,246.09756097560975,0.9104692,0.051086735,2.2849902350728106,0.11587025452314353
6160000,1.2411964,0.00017690028,2.2076535743143824,238.15555555555557,0.911944,0.050905783,2.207653573817677,0.1146384762858765
6170000,1.2404214,0.00017670177,2.306024822592735,240.725,0.9226497,0.050925925,2.3060248240828516,0.11417540754191577
6180000,1.2402135,0.0001765028,2.3156686003719056,246.0857142857143,0.9244078,0.051161807,2.315668599946158,0.11401288418897561
6190000,1.2397403,0.00017630348,2.394313877231853,246.13953488372093,0.9292494,0.051439233,2.394313878791277,0.11496679328901824
6200000,1.2393216,0.00017610428,2.30682838671818,241.1219512195122,0.9273934,0.05163509,2.3068283861730157,0.11502795048603197
6210000,1.2390935,0.00017590214,2.21673838705534,237.04761904761904,0.927679,0.051729962,2.216738384926603,0.1109243713407999
6220000,1.2385232,0.00017569808,2.370298383621181,244.70731707317074,0.9288902,0.051787026,2.370298382530852,0.11406099389125479
6230000,1.2383993,0.00017549926,2.2950651538981632,238.36363636363637,0.9284416,0.05140363,2.287362391692261,0.11137831713571104
6240000,1.2382088,0.0001753005,2.2141352788760114,235.2051282051282,0.9286392,0.050978724,2.2244389966130256,0.10949090323410929
6250000,1.2380537,0.00017509743,2.292050616951977,243.0,0.9146433,0.04993069,2.2920506136809906,0.11278471727741927
6260000,1.2379645,0.00017490106,2.2214710534345814,238.09756097560975,0.9222311,0.04912171,2.2214710552517962,0.11552895900861519
6270000,1.237625,0.00017470402,2.338146765288469,246.16216216216216,0.91937464,0.048289884,2.338146764684368,0.11638518986669746
6280000,1.2374134,0.00017450009,2.294624392722928,246.06976744186048,0.9161854,0.04843264,2.29462439237639,0.11348991277952526
6290000,1.2372075,0.00017430002,2.2794505793601276,243.45,0.92085046,0.048117317,2.279450582526624,0.11273452936438844
6300000,1.2367547,0.00017410086,2.225765843476568,237.78571428571428,0.9210421,0.04820838,2.2257658427669886,0.10967844010641177
6310000,1.2365859,0.0001739005,2.363602580820642,244.53658536585365,0.92269534,0.048192512,2.3722257271409033,0.11180792064405978
6320000,1.2361305,0.00017370073,2.2830757034942506,242.875,0.921402,0.048264645,2.276626945995703,0.1112006369796468
6330000,1.2357807,0.00017350068,2.227300244073073,237.84615384615384,0.9201795,0.048092008,2.227300243308911,0.11133749797367133
6340000,1.2354867,0.0001732997,2.3326055592922277,241.51162790697674,0.9216819,0.047918107,2.3412535316532566,0.11194277958323558
6350000,1.2349645,0.000173102,2.295956628826948,244.6153846153846,0.9213293,0.047778387,2.2877924853935836,0.11860646924178582
6360000,1.2347797,0.00017290135,2.2820334173738956,243.425,0.92514515,0.04767361,2.2804035985699067,0.11436044809241326
6370000,1.2344607,0.00017270092,2.3920747408779657,246.0487804878049,0.92965335,0.047769096,2.3909681112993333,0.11495952223915429
6380000,1.2341335,0.00017249995,2.35146436495025,244.4878048780488,0.92816937,0.047841266,2.3514643651319713,0.11369637108021756
6390000,1.2339135,0.00017230172,2.3329015685245396,240.95,0.9302875,0.047909938,2.332901569455862,0.11085870936512947
6400000,1.2334155,0.00017210458,2.305837078163257,242.87179487179486,0.93624955,0.047834728,2.3058370793095,0.11203794030902478
6410000,1.2331995,0.00017190135,2.3457760088855313,245.16666666666666,0.93976057,0.04781238,2.345776010836874,0.11162414696688454
6420000,1.2328298,0.00017169848,2.2712557461203597,239.21951219512195,0.9409754,0.047869083,2.271255746483803,0.11063739312131231
6430000,1.2324233,0.00017149912,2.4253790432587268,246.075,0.9393989,0.047943287,2.4213255437520833,0.11152330461220863
6440000,1.2322401,0.00017129943,2.2309907807446105,235.4390243902439,0.94200104,0.047965292,2.239980560795563,0.1108587811496563
6450000,1.2318494,0.00017109748,2.3253969083108554,245.58536585365854,0.9452051,0.04833586,2.3227656652175246,0.11477028321297396
6460000,1.2316456,0.00017090046,2.3087304674270674,241.17073170731706,0.945858,0.04835703,2.308730467608789,0.10987608525447728
6470000,1.2313386,0.00017070178,2.2399897346273066,236.275,0.9463655,0.048328318,2.2399897342547774,0.10997446330729872
6480000,1.230975,0.00017050165,2.342053779533931,246.14285714285714,0.94488305,0.048006974,2.341273365951166,0.11547473981613066
6490000,1.2308127,0.00017030413,2.332266169098707,237.71794871794873,0.94233865,0.047865737,2.3300003262284474,0.11292274033602996
6500000,1.2303952,0.00017010167,2.4509952927106307,246.10526315789474,0.9446678,0.04800991,2.4514334044958415,0.11910666598889388
6510000,1.230138,0.00016990045,2.3040734645217023,238.7872340425532,0.93765956,0.048056692,2.3044091580396002,0.11235281983588605
6520000,1.2298768,0.00016970154,2.3378696336100497,246.02777777777777,0.9420034,0.04795112,2.340359446164724,0.1104014394049709
6530000,1.2294146,0.00016950026,2.3158321629573657,241.0,0.9385268,0.048103407,2.315832166046631,0.10979101716160275
6540000,1.2292418,0.00016929909,2.3620406695726244,242.04545454545453,0.9441622,0.048023142,2.3600788781685487,0.11180932203396446
6550000,1.2289484,0.00016909953,2.3282017427447594,244.52631578947367,0.9412978,0.048471797,2.3319535702466965,0.1143716444261372
6560000,1.2286689,0.00016890363,2.4008974960526905,246.13513513513513,0.94138867,0.048850663,2.4008974964554244,0.1162772093068909
6570000,1.2284616,0.00016870364,2.409124955534935,246.02272727272728,0.94668406,0.04895966,2.4126873238142146,0.11934413054828034
6580000,1.2278744,0.00016850137,2.384625598961531,244.09302325581396,0.9427406,0.048607,2.373910910139481,0.114412370182219
6590000,1.2276982,0.00016829997,2.350287492821614,239.9,0.94300586,0.048452985,2.3624753300100565,0.10648629715433344
6600000,1.2273242,0.00016810068,2.365220775060794,246.0392156862745,0.94140816,0.048213005,2.3652207734538058,0.11406817557472809
6610000,1.2269887,0.00016790189,2.372182694704909,240.8684210526316,0.94131374,0.0481076,2.3721826937245694,0.11177811462824282
6620000,1.2268106,0.00016769832,2.295185467914531,242.52631578947367,0.9397944,0.04828614,2.2951854667381237,0.1119064032345226
6630000,1.2263029,0.00016750355,2.4087030530314553,241.52272727272728,0.9447924,0.048282113,2.406691294076831,0.11232197951785354
6640000,1.2261018,0.00016730354,2.412772350013256,246.05,0.94663036,0.048139222,2.414782995130958,0.11440354063198334
6650000,1.2257316,0.00016709884,2.413112046750816,246.05405405405406,0.9446885,0.04810194,2.413112047556284,0.11498853342758643
6660000,1.2252996,0.00016690431,2.2611998026924476,236.83333333333334,0.9408279,0.047837224,2.2674488299867,0.10812243705660832
6670000,1.2251184,0.000166704,2.438308680802584,245.85,0.9442404,0.04767598,2.427739926227709,0.11505444216110357
6680000,1.2246656,0.00016650114,2.3722337302638263,242.46341463414635,0.93948364,0.047938697,2.377844850346446,0.11429447566333692
6690000,1.2244174,0.00016630004,2.347829364798963,240.4,0.9433702,0.04797078,2.3429503317286327,0.10646465288974889
6700000,1.2240734,0.00016610161,2.4396844445619474,246.11627906976744,0.94434184,0.04816126,2.4396844436956004,0.11819463097598663
6710000,1.2235285,0.00016590205,2.3392910642756357,246.13888888888889,0.94284487,0.04812094,2.334735893351691,0.11986139342188835
6720000,1.2232726,0.0001657006,2.3162698926912113,239.8181818181818,0.94295424,0.048168916,2.320324387484127,0.11773000371952852
6730000,1.2229289,0.0001655029,2.2924227545390257,236.3783783783784,0.947629,0.04819394,2.292422756754063,0.1100171269169329
6740000,1.222787,0.00016530254,2.40256920023713,246.13953488372093,0.95104426,0.048371375,2.4025692011034767,0.11337545457794222
6750000,1.222655,0.00016510392,2.341979775747115,246.0909090909091,0.95237875,0.0485712,2.3419797765937718,0.11522134325721047
6760000,1.2222726,0.0001649019,2.4324373558629304,245.0,0.95729285,0.048816927,2.4324373563285917,0.11376004887279123
6770000,1.2221044,0.00016470047,2.4297708679611483,245.375,0.9579775,0.0488597,2.429770869358132,0.11106075329007581
6780000,1.2217543,0.00016450057,2.304650395128288,241.52631578947367,0.95026004,0.049056612,2.2999049398947404,0.10836616221412614
6790000,1.221373,0.00016429997,2.463390927475232,241.43589743589743,0.9565041,0.048543625,2.463811959885061,0.11184299995657057
6800000,1.2210424,0.00016410256,2.2756539366167523,237.1304347826087,0.9525518,0.048327904,2.2763420015573503,0.10303595121173809
6810000,1.2204818,0.00016390195,2.3191190510988235,246.11111111111111,0.9560501,0.048185952,2.3171074809254826,0.11563289860213125
6820000,1.2203002,0.00016369978,2.363120504589968,239.30232558139534,0.9544273,0.048212204,2.3642088627176627,0.1140888428226823
6830000,1.219959,0.0001635034,2.3910991154812478,243.78378378378378,0.9515835,0.048025202,2.389159915282538,0.10873321389877483
6840000,1.2196863,0.00016330494,2.3831389418906634,239.51111111111112,0.9537618,0.048242874,2.383138942387369,0.10890885214321315
6850000,1.2194971,0.0001630992,2.3422990085823194,240.85714285714286,0.9551915,0.048364412,2.342299010923931,0.10569805401776518
6860000,1.2190605,0.00016289786,2.367261172609126,243.2127659574468,0.9547275,0.04793922,2.3672611732432185,0.11051790590615983
6870000,1.2189304,0.00016270243,2.39176090862602,242.175,0.95334625,0.04786443,2.3917609088122846,0.1111708196811378
6880000,1.2186716,0.00016249892,2.4271306375393995,243.0810810810811,0.95276356,0.047622003,2.4271306409626394,0.11123010642021089
6890000,1.2183956,0.0001622985,2.4470026159348586,245.14583333333334,0.9494578,0.04753565,2.4431875974256942,0.10802747515287806
6900000,1.218264,0.00016209931,2.3917403200810607,245.72727272727272,0.952192,0.047443833,2.3986393835614708,0.11386952253387254
6910000,1.2177382,0.00016190241,2.350318487646968,244.32558139534885,0.9542064,0.047514334,2.3503184886865838,0.10805874408850837
6920000,1.2175308,0.00016170257,2.4144953791052104,241.475,0.95818806,0.047094557,2.4144953794777395,0.10953226457349956
6930000,1.2172263,0.0001615007,2.462565429890767,246.05128205128204,0.962955,0.046432752,2.4652016774604193,0.11457518497972112
6940000,1.2168227,0.00016130363,2.407124849408865,246.1,0.9641903,0.047049858,2.406033704920513,0.1139098309979933
6950000,1.2166588,0.00016110037,2.481504651939585,246.0952380952381,0.96422184,0.04718144,2.48150465176219,0.11399565521805059
6960000,1.2163908,0.0001608967,2.3426714139275773,244.7906976744186,0.96727467,0.047438093,2.3426714158335398,0.11485251442117747
6970000,1.2162603,0.00016069972,2.407814021057942,242.94117647058823,0.96743333,0.047465254,2.4052752913399176,0.10824118403604988
6980000,1.2161071,0.00016050389,2.5045912587507204,246.1590909090909,0.9629299,0.047558937,2.504302390416463,0.12026581064694458
6990000,1.2157766,0.00016030169,2.2838732211997637,242.39473684210526,0.9597428,0.04756206,2.2838732206115595,0.11739005114098913
7000000,1.2156359,0.0001600974,2.4209366799929204,243.6153846153846,0.96269274,0.047540613,2.420936680566042,0.11109897826249018
7010000,1.215389,0.0001599033,2.336928034999541,245.21428571428572,0.96388906,0.047581926,2.3369280360639095,0.11142308916896582
