Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
5500000,10.226978,0.00045050003,0.4367642890790413,174.13793103448276,0.016860854,0.4321136446348552
5510000,9.907142,0.00044943977,0.5208335157770377,189.84615384615384,0.017225541,0.524169694345731
5520000,10.017364,0.00044852163,0.3765852928161621,141.57142857142858,0.01772947,0.37560814289110045
5530000,10.375919,0.00044751796,0.2775754246115685,130.53333333333333,0.016537016,0.28338329354921976
5540000,10.201366,0.00044639313,0.1576894352040371,83.42857142857143,0.01682158,0.15857992214815958
5550000,9.956762,0.000445547,0.17012027609679434,91.14814814814815,0.016510772,0.16916081192040885
5560000,9.848085,0.00044453217,0.07427069667454173,60.72560975609756,0.01667549,0.07414564921906809
5570000,9.684169,0.0004434622,0.12728985852815888,89.3,0.015044544,0.12766370001164348
5580000,10.2158375,0.0004425061,0.11100680223769611,109.45555555555555,0.012156991,0.11171231129103237
5590000,9.964849,0.0004414288,0.09675660504158153,77.17829457364341,0.011418764,0.09595933371736098
5600000,9.747047,0.0004405341,0.22324084580303674,120.855421686747,0.009845441,0.2161433624934001
5610000,9.709191,0.0004394603,0.3283075898371894,168.32758620689654,0.010125425,0.3417360307327632
5620000,9.681062,0.0004384938,0.3465117449285807,184.25925925925927,0.0087617915,0.3378215561862345
5630000,9.804949,0.0004375229,0.3030903593171388,156.890625,0.009377577,0.30202033987734467
5640000,9.87914,0.0004365272,0.33409066106143753,172.6140350877193,0.009833387,0.3369416977491295
5650000,9.743616,0.00043547436,0.2653004725032778,148.55223880597015,0.009626916,0.2704390597654812
5660000,9.385295,0.0004344656,0.23597527536399224,145.30882352941177,0.009953267,0.23701624736628113
5670000,8.925065,0.0004335858,0.3361092680133879,211.91666666666666,0.00964627,0.3294658954255283
5680000,9.028849,0.00043248825,0.32352213900197635,223.9090909090909,0.009684041,0.32063700732859696
5690000,8.789906,0.00043143934,0.29168182744511534,176.0,0.011008598,0.29203305300325155
5700000,8.670686,0.00043053587,0.39804373952475464,228.8181818181818,0.010450401,0.4011272300373424
5710000,8.503602,0.0004295334,0.3939686152477597,234.58139534883722,0.009911744,0.39676988160326365
5720000,8.40734,0.00042845446,0.30124071443622763,222.4090909090909,0.008744285,0.30212004201279746
5730000,8.549005,0.0004274824,0.3448290495678436,232.1627906976744,0.007294216,0.34312456534352415
5740000,9.042929,0.00042650095,0.41619847532775667,218.6,0.00875578,0.4185224490033256
5750000,9.5515175,0.00042549582,0.2889977703398129,187.60377358490567,0.009136232,0.2922591211379699
