Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
5010000,10.623631,0.00049904943,0.41234439395760236,236.05263157894737,-0.008029912,0.1318211667239666
5020000,10.603383,0.00049816485,0.43673408658880936,242.3684210526316,-0.010091461,0.42234079085472154
5030000,10.566629,0.0004971878,0.3898147364578596,212.34146341463415,-0.009536294,0.3930904217388319
5040000,12.699023,0.00049621926,0.1149932584672604,67.58490566037736,-0.0081037525,0.2348211713326283
5050000,13.044826,0.0004955093,0.19516664177465898,94.83653846153847,-0.005779067,0.19523578588492596
5060000,13.615027,0.0004944688,0.15677704295869602,83.83898305084746,-0.0036674552,0.1532352952507593
5070000,14.019253,0.0004935111,0.0668540720686768,59.43030303030303,-0.001678461,0.06942993894670949
5080000,13.27722,0.00049247954,-0.009220641106367111,34.235915492957744,0.00019170737,-0.008947420025795278
5090000,11.977934,0.00049151597,-0.017277784119847338,23.338199513381994,0.0012608961,-0.017166182924506147
5100000,12.492603,0.0004905159,-0.006456789909561167,25.087855297157624,0.0012407011,-0.006877465916729962
5110000,11.807151,0.00048948574,0.007719725637453004,34.51971326164875,0.0015259235,0.008075118836547648
5120000,11.43008,0.0004885561,0.18219149971798976,101.61224489795919,0.00018603369,0.1754356173380297
5130000,11.352653,0.00048753645,0.537074570260618,218.45652173913044,-2.4442536e-05,0.5409869597009991
5140000,11.071397,0.00048662233,0.5083118457087251,233.46511627906978,0.0021207938,0.5024793517104414
5150000,11.12119,0.0004854079,0.5556005988092649,232.5952380952381,0.0030458136,0.5629387175043424
5160000,11.3575115,0.0004845446,0.597554186495339,242.1951219512195,0.0036831237,0.5852329889085235
5170000,11.478979,0.0004835527,0.6696535688711376,249.14634146341464,0.004391537,0.6837284363806247
5180000,11.326722,0.00048242972,0.5157625040208752,223.1818181818182,0.005765502,0.5154984197682805
5190000,11.194658,0.00048155835,0.5154704247066315,213.5531914893617,0.00640605,0.5211839347105959
5200000,11.480964,0.0004805136,0.5574425007014171,214.43478260869566,0.007791337,0.5548304409739819
5210000,11.210348,0.0004794655,0.5077843007445335,200.56,0.009084926,0.4965332283079624
5220000,11.009598,0.0004785355,0.46350246302106163,179.70909090909092,0.010644307,0.4646986334161325
5230000,11.038475,0.00047742156,0.48049977646683745,185.64150943396226,0.011149763,0.4962852969765663
5240000,10.848931,0.00047655572,0.4112717617303133,165.45,0.011537823,0.40651954027513665
5250000,10.605236,0.00047555496,0.3765346967925628,165.55,0.011632976,0.37032639334599177
5260000,10.425203,0.00047448926,0.2825478375402849,147.8507462686567,0.01236323,0.2917868166939536
5270000,10.27475,0.0004734659,0.13223571894746838,101.3030303030303,0.01304071,0.128322440641697
5280000,10.244002,0.00047245141,0.14462360636668004,104.19148936170212,0.013115903,0.14964181763377596
5290000,9.94906,0.00047150094,0.24446743667125703,132.48,0.013372505,0.23076482127110162
5300000,10.024267,0.0004706064,0.5479186134452515,211.12765957446808,0.01369488,0.5571798702820818
5310000,9.938893,0.0004694401,0.5013064421572775,191.9245283018868,0.014257441,0.48962725881698
5320000,10.079193,0.00046839038,0.5344226472872369,209.53191489361703,0.014816743,0.5465235567473351
5330000,10.155482,0.00046752335,0.5033672421618745,182.22222222222223,0.014484155,0.5153523923622237
5340000,10.549541,0.0004665041,0.2973451494566492,134.14864864864865,0.014056821,0.3019711614063341
5350000,10.411421,0.00046545375,0.1263244514048627,87.45132743362832,0.012624346,0.12494706669658945
5360000,10.655879,0.00046453136,0.17558841852621102,114.11494252873563,0.010671576,0.17040646410193935
5370000,10.465925,0.00046356543,0.36727231813996447,196.33333333333334,0.007488349,0.3628924486099505
5380000,10.402095,0.00046250693,0.5379949907461802,239.11904761904762,0.011128127,0.5410765285293261
5390000,10.493402,0.0004615015,0.5879344656023868,227.6046511627907,0.01472269,0.5927658687497295
5400000,10.47971,0.00046053994,0.584979214767615,224.35555555555555,0.015307825,0.5794606710473696
5410000,10.84975,0.0004595029,0.46646763851829603,194.94117647058823,0.014680702,0.46703169188078714
5420000,10.546229,0.00045848291,0.5751808585469113,228.7674418604651,0.014077735,0.5826173377938049
5430000,10.535055,0.00045755104,0.525230602050821,209.41666666666666,0.014702559,0.5173238157294691
5440000,10.628593,0.00045655976,0.6218717151217991,219.55555555555554,0.016505914,0.618316415614552
5450000,10.688633,0.00045547282,0.5371999253073464,218.56521739130434,0.016576884,0.5387955447253974
5460000,10.510596,0.00045448876,0.5420057121250365,219.9111111111111,0.017024836,0.5488869312736723
5470000,10.043373,0.00045352583,0.42156297868738574,209.75,0.016344095,0.4185268646106124
5480000,9.955528,0.0004524303,0.341610633447522,161.8360655737705,0.016489387,0.3323977649456165
5490000,10.050355,0.00045150943,0.3214595312362208,145.26470588235293,0.016742725,0.32964654365444884
