Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward
12870000,1.1310214,4.2715124e-05,1.1137375,0.034169104,2.7425882149901657,244.2962962962963,2.742588214714218,0.08661296078935266
12880000,1.1309931,4.250455e-05,1.1217791,0.034096885,2.8032891646027567,246.05,2.80328916311264,0.08176330523565412
12890000,1.1309162,4.229264e-05,1.1241518,0.033673335,2.7852255908772348,246.2875,2.7808582394019417,0.07830385893475318
12900000,1.1309031,4.211234e-05,1.1208495,0.033523463,2.7804167098365724,246.0625,2.793536892643681,0.0793057964010923
12910000,1.1307957,4.190433e-05,1.1267505,0.03372457,2.6950021766953998,246.05555555555554,2.724793314933777,0.07777000503504977
12920000,1.1307187,4.1701376e-05,1.127196,0.03339944,2.758794620826647,246.01298701298703,2.7513576088013587,0.07968529490391155
12930000,1.1306192,4.1511965e-05,1.124319,0.033252504,2.779607036972747,246.1764705882353,2.77858457631535,0.0847598584368825
12940000,1.1304883,4.1302068e-05,1.1287724,0.033431165,2.6807993788272144,241.1,2.6807993782684205,0.07836910386104137
12950000,1.1304531,4.110334e-05,1.1283125,0.033221785,2.798731676116586,246.1,2.7987316767374675,0.07729500991602739
12960000,1.1303403,4.090733e-05,1.1293412,0.03310187,2.7580355538262262,246.02777777777777,2.7559014156460764,0.079543039156124
12970000,1.1302786,4.0697523e-05,1.1309444,0.0330924,2.7807618199210418,246.05263157894737,2.7687531727201797,0.08151479446164825
12980000,1.1301534,4.049709e-05,1.1300724,0.03285671,2.7575262587132126,246.05172413793105,2.7594007001084795,0.08160771464266009
12990000,1.1300274,4.029323e-05,1.1304791,0.033210855,2.7361089249607176,246.0625,2.7361089289188385,0.0825978173816111
13000000,1.1299995,4.0100513e-05,1.1300431,0.033445098,2.799923049509525,245.72,2.799923051595688,0.08112410634756088
13010000,1.1299345,3.9910097e-05,1.1300826,0.033429824,2.80115416949909,246.01315789473685,2.8011541680285803,0.08204717833646819
13020000,1.129913,3.969949e-05,1.1303065,0.033551987,2.6601317476700332,240.23529411764707,2.691743105184287,0.07855621600174345
13030000,1.1298724,3.949597e-05,1.1342478,0.033956368,2.814468055418352,244.82926829268294,2.7633339404486694,0.07851602130820258
13040000,1.1298066,3.9293478e-05,1.1342708,0.033770707,2.7979808446985706,246.0185185185185,2.811311764376504,0.08119250964373351
13050000,1.1297755,3.9087197e-05,1.1372609,0.033762433,2.8250435411930086,246.1,2.8250435411930086,0.08143289252184331
13060000,1.1297091,3.8899103e-05,1.1392654,0.033547495,2.8105615182564807,246.55128205128204,2.8206777006892834,0.07792093448530314
13070000,1.129656,3.8699945e-05,1.1363193,0.033405866,2.7588266537469974,246.05882352941177,2.7695518682400384,0.07792058261111379
13080000,1.1295966,3.848846e-05,1.1311511,0.033732176,2.6679520599544047,236.85,2.6679520603269338,0.08097315456834622
13090000,1.1295016,3.8299513e-05,1.1335691,0.033215195,2.714847723273812,245.9189189189189,2.7148477229717614,0.08043884490994183
13100000,1.1294774,3.8097576e-05,1.1303836,0.03303207,2.761881062466847,245.73684210526315,2.761881058153353,0.08093455227974214
13110000,1.1294253,3.7887865e-05,1.1310627,0.033554368,2.723116711566323,246.02631578947367,2.7231167099977793,0.08242746964587193
13120000,1.1294041,3.770269e-05,1.122286,0.03370835,2.7540748468760787,243.98275862068965,2.7540748472614536,0.07975088137077521
13130000,1.1293733,3.749949e-05,1.127767,0.03363672,2.698015696834773,246.0,2.698015693575144,0.08555968856671825
13140000,1.1292979,3.7309208e-05,1.130501,0.033611022,2.8070943979798137,246.54054054054055,2.8070944016044206,0.0812012496580546
13150000,1.1292863,3.711194e-05,1.126779,0.033738833,2.764531380226535,243.69354838709677,2.7645313815484123,0.07558950853549064
13160000,1.1292354,3.6899957e-05,1.129329,0.033528857,2.7256712031085044,245.46875,2.7256712028756738,0.0809879181033466
13170000,1.1292076,3.670925e-05,1.1227707,0.03357617,2.7595462933755837,244.23076923076923,2.7645843490958213,0.07745266404002905
13180000,1.1291637,3.6507292e-05,1.1302432,0.033455215,2.7706855566302937,246.04,2.7662986632188162,0.08052752370635669
13190000,1.1291053,3.630423e-05,1.1222593,0.033476308,2.6356815254936614,231.91666666666666,2.6608300226239057,0.07180036024118845
13200000,1.1290882,3.6117624e-05,1.1274137,0.03342356,2.7526740388109765,242.75862068965517,2.7526740357279778,0.07666214288950994
13210000,1.1290244,3.591668e-05,1.1263933,0.03292049,2.774563288206563,245.97058823529412,2.7745632866726204,0.0759965098079513
13220000,1.1289937,3.5708294e-05,1.1267211,0.03300179,2.7619956812780835,246.17391304347825,2.7700988975438205,0.0830106465569274
13230000,1.1289587,3.550215e-05,1.1228039,0.03301235,2.715766143900427,245.1590909090909,2.7128318950533865,0.08019604665330715
13240000,1.1288866,3.5298806e-05,1.1250577,0.03316698,2.7449055252969266,242.24,2.739535635223194,0.07868786931646113
13250000,1.1288604,3.5102028e-05,1.1274834,0.033289813,2.797427262948907,246.1304347826087,2.803166739318682,0.08094516550393208
13260000,1.1287944,3.490336e-05,1.1255614,0.033203214,2.7536718882095648,245.59154929577466,2.755371200852096,0.08271965574628364
13270000,1.1287516,3.4702578e-05,1.1198463,0.03356396,2.723755759949034,240.8181818181818,2.7237557616423476,0.08134008382066069
13280000,1.12872,3.4500477e-05,1.1258895,0.033720076,2.7091187358294664,242.39473684210526,2.7091187356333983,0.08179359834053014
13290000,1.1286421,3.4292258e-05,1.1226095,0.03342763,2.7882551688511494,245.27118644067798,2.788255168598587,0.07807098631352438
13300000,1.1286181,3.4091034e-05,1.1239029,0.03342184,2.7599564645635453,246.0,2.759956463387138,0.08079036232084036
13310000,1.1285703,3.389799e-05,1.1224337,0.0336183,2.673966779453414,239.68571428571428,2.6739667796662876,0.08102636632642575
13320000,1.1285098,3.369941e-05,1.1240929,0.03357648,2.73684863663382,243.8095238095238,2.736848638644294,0.08040300558602052
13330000,1.128438,3.350254e-05,1.125436,0.03348398,2.8004468982589654,246.13793103448276,2.800446900828131,0.07733141303319356
13340000,1.1283425,3.3302793e-05,1.1275222,0.03335712,2.7483763925490843,246.16129032258064,2.7483763925490843,0.0763188219899612
13350000,1.1283135,3.309066e-05,1.1249216,0.033474058,2.7445674949071623,244.3090909090909,2.7445674961263484,0.07463174172761765
13360000,1.128275,3.2887634e-05,1.1234668,0.033421565,2.725789469232162,241.4,2.725789471467336,0.07898140382021665
13370000,1.1282411,3.270116e-05,1.1225617,0.033377223,2.7498742730822414,244.53125,2.749874274013564,0.0755754339552368
13380000,1.1282129,3.249987e-05,1.1254605,0.033248127,2.7762449447426105,245.53225806451613,2.776244944502269,0.07597391794045125
13390000,1.1281487,3.230733e-05,1.1253046,0.033099912,2.779515331238508,246.0,2.7795153319835664,0.0744987107347697
13400000,1.1281211,3.210623e-05,1.1230158,0.033202704,2.773531703397315,245.14893617021278,2.7719424752200523,0.07349195782231485
13410000,1.1280841,3.1899977e-05,1.1260138,0.032597765,2.782658253093155,246.0408163265306,2.7828473275358028,0.07729412298649549
13420000,1.1280625,3.170487e-05,1.1280429,0.0328432,2.677565459472438,236.95833333333334,2.6766943374405736,0.07956529117148856
13430000,1.1280508,3.1502535e-05,1.1284773,0.032897025,2.7601207435383635,244.84745762711864,2.755867549423444,0.07987141291910814
13440000,1.12801,3.130359e-05,1.122425,0.03300025,2.6960274694221362,240.8,2.694340796155088,0.07528106512173134
13450000,1.1279958,3.1105876e-05,1.107781,0.033384133,2.7676992697848215,243.38888888888889,2.76815980149282,0.08207697819012243
13460000,1.1279699,3.08992e-05,1.1203715,0.03283142,2.741976843898495,243.31666666666666,2.7632841174132547,0.07657637784723192
13470000,1.127944,3.070046e-05,1.1213759,0.033020888,2.8128862917423247,246.15,2.7587150951911665,0.07593784436326602
13480000,1.1279336,3.0505327e-05,1.1241472,0.03319155,2.812841044153486,246.05714285714285,2.812841044153486,0.07690496314316989
13490000,1.127827,3.0302628e-05,1.1242912,0.032870434,2.7639261061145413,244.32258064516128,2.760726927123109,0.07764280303457721
13500000,1.1278045,3.0102157e-05,1.1254811,0.03272498,2.6322675328701735,239.25,2.6435367886362404,0.07715251010938964
13510000,1.1277608,2.9895977e-05,1.1234552,0.032877546,2.734373635414875,246.12121212121212,2.734373636317976,0.08381944045311573
13520000,1.1276935,2.9693163e-05,1.1205804,0.032977104,2.726817696002023,244.17241379310346,2.726817694588982,0.07585324032296395
13530000,1.1276631,2.9502897e-05,1.1225306,0.032878567,2.764122560620308,246.07692307692307,2.762027549743652,0.0797727344930172
13540000,1.1275606,2.9304194e-05,1.1162852,0.033312004,2.73110558596604,244.58823529411765,2.7335453618850027,0.07583061197905668
13550000,1.1275213,2.9096753e-05,1.1255695,0.033101484,2.826370672881603,246.01666666666668,2.8263706703980764,0.07853366676717996
13560000,1.127468,2.8896955e-05,1.1259674,0.033118356,2.8483301933322633,246.0952380952381,2.848330191203526,0.07710327358827704
13570000,1.1274058,2.8698767e-05,1.128098,0.0331686,2.8033743555078634,246.1081081081081,2.803374358125635,0.0843808363267296
13580000,1.1273813,2.8501818e-05,1.1254728,0.03314933,2.6846992552280424,240.05,2.6846992572148642,0.07691696338976423
13590000,1.1272928,2.8301118e-05,1.128457,0.033206753,2.7422372937823334,246.08333333333334,2.742237294713656,0.08134632072566698
13600000,1.1272625,2.8094404e-05,1.1260401,0.03333747,2.7550708478316666,243.775,2.755070843361318,0.08143611270934344
13610000,1.1272299,2.7900387e-05,1.1245066,0.033272717,2.806629125104875,245.24489795918367,2.806629125561033,0.08247310812680089
13620000,1.1271906,2.7700033e-05,1.1319652,0.033528704,2.794147777701578,243.38709677419354,2.794147778662943,0.08558177914951116
13630000,1.1271677,2.7498256e-05,1.1256088,0.03369243,2.776925798435256,245.54716981132074,2.7769257981541022,0.08377610914461878
13640000,1.1270912,2.7305554e-05,1.1302902,0.03360606,2.7201461348984695,239.64864864864865,2.72014613892581,0.08112831600010395
13650000,1.1270661,2.7095382e-05,1.1350682,0.0335877,2.7582283821460365,246.02702702702703,2.7582283825487703,0.08323024900479091
13660000,1.1270388,2.6897169e-05,1.1347232,0.033530153,2.8256284597401438,246.03846153846155,2.8256284583073397,0.08067481570805494
13670000,1.127001,2.6709475e-05,1.1215607,0.0338648,2.6659303829073906,233.97222222222223,2.6659303810447454,0.07761029115257163
13680000,1.1269809,2.6500991e-05,1.133135,0.033694137,2.7834298682789647,246.09677419354838,2.7869611899058024,0.0779026910662651
13690000,1.1269559,2.6300795e-05,1.1318787,0.033643875,2.7719139962033794,245.45454545454547,2.7702278594619463,0.0840293652145192
13700000,1.1269416,2.6102134e-05,1.1318891,0.03367699,2.760739754284582,246.0,2.7607397533232167,0.08084129316792373
13710000,1.1269218,2.5895044e-05,1.1334493,0.033940416,2.7720595860951827,246.10526315789474,2.7668577013788997,0.08194490429013968
13720000,1.1268578,2.5697464e-05,1.1343335,0.033759285,2.789214723958419,246.03846153846155,2.7925225451307476,0.08053932869631164
13730000,1.126842,2.550655e-05,1.1326317,0.033664405,2.7605945551395417,246.12,2.7605945539474486,0.08279856339097023
13740000,1.1267679,2.5302168e-05,1.1350626,0.033862583,2.7736400922553406,246.11111111111111,2.7736400912205377,0.07648637300978105
13750000,1.126713,2.5095851e-05,1.1359385,0.033707183,2.810009703553956,246.05172413793105,2.810009703553956,0.07555473910580421
13760000,1.1266614,2.4898838e-05,1.1317348,0.03365568,2.6623246271449785,237.1153846153846,2.662324628864343,0.0730581647143341
13770000,1.1265666,2.4698407e-05,1.1291137,0.033600498,2.715997897461057,244.4,2.7159978983923794,0.07999347581644542
13780000,1.1265464,2.4500554e-05,1.1374496,0.033375237,2.8443648766498177,246.08163265306123,2.8443648748251857,0.07971761153288642
13790000,1.126481,2.4297267e-05,1.136313,0.03355121,2.72121610184168,239.44827586206895,2.71483158745936,0.07359995007781046
13800000,1.1264514,2.4094039e-05,1.1380972,0.033327408,2.8098185708603034,246.01923076923077,2.8266279030413854,0.07756532185400526
13810000,1.1264303,2.3901071e-05,1.1371589,0.03321428,2.7984435464206494,246.1315789473684,2.7884292042985255,0.0807077216972806
13820000,1.1263872,2.3700666e-05,1.1355069,0.03339856,2.7567027694348134,245.42424242424244,2.7567027680801623,0.08264214932128336
13830000,1.1263764,2.3501816e-05,1.1370394,0.033296563,2.776428006751382,246.06521739130434,2.775475005308787,0.07427150898923476
13840000,1.1263554,2.3306033e-05,1.1342623,0.033126373,2.73379019184245,244.2,2.735649385530016,0.07753126541881458
13850000,1.1263242,2.3100685e-05,1.1359842,0.033033323,2.825380845864614,246.1,2.825380845864614,0.07845818617691597
13860000,1.1263075,2.290219e-05,1.1346673,0.032889236,2.7908659453661935,246.0754716981132,2.7959091639032168,0.07937709186986393
13870000,1.1262081,2.2701486e-05,1.1346684,0.032963723,2.722478715812459,246.3235294117647,2.723174273183471,0.08510457998827885
13880000,1.1261704,2.2497275e-05,1.136591,0.03304612,2.7641095924191177,246.125,2.7570874421827254,0.08757055890295774
13890000,1.1261045,2.2300865e-05,1.1310107,0.033347726,2.7400537166616012,244.29310344827587,2.744151048109693,0.08388110087647782
13900000,1.1260632,2.2099446e-05,1.1322329,0.033289105,2.7766120963626437,246.11111111111111,2.7766120963626437,0.07955231262301957
13910000,1.1260358,2.1897375e-05,1.135246,0.03329789,2.7690543230209084,246.13888888888889,2.7690543234348297,0.07930952946965893
13920000,1.1259447,2.170164e-05,1.1354374,0.033125512,2.81832954568683,246.45283018867926,2.81832954568683,0.08202710480622526
13930000,1.1259209,2.1500055e-05,1.135141,0.03316346,2.8079605328459896,246.25806451612902,2.8079605352494026,0.07949342010843177
13940000,1.1258795,2.1299413e-05,1.1367884,0.03321585,2.821475117741262,245.7941176470588,2.8214751192752052,0.07525970236233928
13950000,1.1258262,2.1101734e-05,1.1363513,0.03306996,2.7925778133970387,246.0,2.79257781100723,0.08117750359101678
13960000,1.1257962,2.0900312e-05,1.1341783,0.032993898,2.768632914011295,246.19230769230768,2.7686329128650518,0.08529563928739382
13970000,1.1257532,2.0702562e-05,1.1369225,0.0329717,2.788503210355596,246.0731707317073,2.788503209265267,0.07872357435251881
13980000,1.1257346,2.0506948e-05,1.1338513,0.03299461,2.7534212974869474,246.0408163265306,2.7534212974869474,0.08026913741641507
13990000,1.1257019,2.0301472e-05,1.1316763,0.033027142,2.5726249379771096,236.6,2.56493610121748,0.07778572885538726
14000000,1.1256604,2.0098565e-05,1.1311444,0.03285168,2.704927642457187,241.575,2.7080768599379352,0.07941564020314594
14010000,1.1256367,1.9900228e-05,1.1323134,0.03275014,2.72667690789835,242.95454545454547,2.726676907051693,0.08267969807440584
14020000,1.1255876,1.9702757e-05,1.134359,0.033085193,2.8266016468405724,246.05555555555554,2.82660164601273,0.08567457822048002
14030000,1.1255687,1.950516e-05,1.1255482,0.03336731,2.754638836292897,244.08474576271186,2.759550439417362,0.08871937371790409
14040000,1.1255376,1.9300138e-05,1.1284292,0.033442114,2.6679247979973923,235.75862068965517,2.681999699849831,0.07843398626305555
14050000,1.1255147,1.9096373e-05,1.1297679,0.03356962,2.741694188074154,246.05882352941177,2.74169418741675,0.08215722011621385
