Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/Curiosity Reward
14060000,1.1255035,1.8898905e-05,1.1286268,0.03364683,2.7366650455213826,246.08620689655172,2.736665044879091,0.08384860724467656
14070000,1.1254896,1.8703011e-05,1.1268548,0.033882815,2.7520718820966206,246.07692307692307,2.752071882669742,0.0809930763923778
14080000,1.1254681,1.8501532e-05,1.1226367,0.03407642,2.7400995698329567,244.6216216216216,2.7373170287658772,0.08724807958222097
14090000,1.1254408,1.8298604e-05,1.1255857,0.03410559,2.7742422803067694,246.05882352941177,2.775512063732514,0.08482055074105468
14100000,1.1254119,1.8099852e-05,1.1252954,0.034056347,2.7626453407349123,246.1290322580645,2.762645342657643,0.08193059611104188
14110000,1.125398,1.7902963e-05,1.1216918,0.034300454,2.7206858283862836,242.0487804878049,2.7206858256604614,0.07498402072389315
14120000,1.1253768,1.7699089e-05,1.1221411,0.034135908,2.730358514861733,243.07843137254903,2.730358515884362,0.07943736164666274
14130000,1.1253648,1.7500042e-05,1.1248437,0.034060325,2.706493905297032,241.55555555555554,2.7064939041932425,0.07690304714358515
14140000,1.125349,1.7306198e-05,1.1227992,0.03413803,2.7621542226250577,242.02439024390245,2.7621542220798934,0.07398964491922681
14150000,1.1253358,1.7102839e-05,1.1225158,0.033975482,2.730906720547115,242.13725490196077,2.730906721423654,0.07761129168976172
14160000,1.1253281,1.6899357e-05,1.124926,0.033954296,2.662348438953531,236.17241379310346,2.6528500699039017,0.0750528358954138
14170000,1.125303,1.6707958e-05,1.1282737,0.033830818,2.790956934067336,246.13636363636363,2.7940090643035043,0.07964607342663739
14180000,1.1252927,1.651077e-05,1.1242939,0.033964116,2.7581110073383464,241.6046511627907,2.7581110108037326,0.0758204717232391
14190000,1.1252779,1.630284e-05,1.1297176,0.033845775,2.758169425357329,242.6578947368421,2.7581694251612614,0.07649635204947308
14200000,1.1252623,1.6101701e-05,1.1239946,0.03390136,2.744636974655665,240.17948717948718,2.7446369733183813,0.07655220938464388
14210000,1.1252502,1.5901558e-05,1.1286722,0.033732355,2.8193882016295735,246.4318181818182,2.8193882019682364,0.07894626636566086
14220000,1.1252062,1.5699923e-05,1.129607,0.03373798,2.7210622090650234,241.47368421052633,2.7210622090650234,0.08011070805552759
14230000,1.125178,1.5506446e-05,1.1302146,0.03368004,2.776670091897249,246.06,2.776670093536377,0.08068191718310118
14240000,1.12515,1.5301619e-05,1.127359,0.03366963,2.7569184330376713,246.06060606060606,2.756918433940772,0.08488655965210813
14250000,1.1251065,1.509724e-05,1.1310412,0.033699244,2.7103676287791667,246.02564102564102,2.7078551273596916,0.07856749829002901
14260000,1.1250924,1.4898151e-05,1.1213671,0.034019288,2.704412199407816,241.16,2.7064010324139223,0.08094775092368033
14270000,1.1250659,1.4698023e-05,1.1235273,0.033817995,2.7370516806840897,241.6969696969697,2.7370516829418414,0.08179247627655666
14280000,1.1250457,1.4501117e-05,1.127605,0.033818778,2.5928194991179874,240.57142857142858,2.5928194974149976,0.07895833903125354
14290000,1.1250305,1.4299942e-05,1.1294395,0.033673093,2.807815801984859,246.0754716981132,2.813235309834664,0.07850801710111018
14300000,1.1249863,1.4097149e-05,1.1305096,0.03349834,2.8020628904923797,246.125,2.7936973914955603,0.08306281268596649
14310000,1.1249716,1.3899936e-05,1.1316714,0.03357325,2.7998795157129113,246.0909090909091,2.7998795157129113,0.08058788311300856
14320000,1.1249312,1.37032575e-05,1.1329583,0.03354125,2.797940038915338,244.6206896551724,2.797069230100565,0.0828305278790363
14330000,1.1249044,1.3500246e-05,1.1303588,0.03368975,2.7219919338822365,236.4814814814815,2.726477080423917,0.07419156647353832
14340000,1.1248854,1.3299305e-05,1.1350384,0.03368724,2.723975642806008,241.07142857142858,2.723975642806008,0.07938150695658155
14350000,1.124861,1.3103511e-05,1.1342753,0.03352455,2.8305418839597185,246.1086956521739,2.8305418854174405,0.08133449014681189
14360000,1.1248542,1.2904397e-05,1.1348455,0.033598248,2.7912528940266177,246.16129032258064,2.791252895709007,0.08397664150763903
14370000,1.1248379,1.2701369e-05,1.1368494,0.033647534,2.7547083993224386,244.80851063829786,2.7547083991639156,0.07909939648147593
14380000,1.1248268,1.2501078e-05,1.1345742,0.033513956,2.786465373262763,246.1,2.7864653751254083,0.08046745965257288
14390000,1.1248208,1.2304159e-05,1.1316046,0.03367188,2.6674134343424263,242.7058823529412,2.667923727496104,0.08800480042048024
14400000,1.12479,1.2108771e-05,1.1320838,0.034114238,2.703341987972357,242.30612244897958,2.6997754811024177,0.09100527793397101
14410000,1.1247768,1.1903422e-05,1.1322796,0.03405031,2.7725923475928798,243.43589743589743,2.7739108538255097,0.08302376377396285
14420000,1.1247466,1.1703349e-05,1.1310613,0.03419569,2.7809243444885525,243.8,2.7809243412954467,0.08337915787207228
14430000,1.1247258,1.1504126e-05,1.1306714,0.034256145,2.7402982799193034,242.94230769230768,2.737793968170881,0.0810539050027728
14440000,1.1247144,1.1300334e-05,1.1334074,0.03405991,2.769696680500227,246.11764705882354,2.7755623374666487,0.08387574856834752
14450000,1.1246892,1.1103566e-05,1.1361907,0.034177236,2.817044386968893,246.05882352941177,2.8117236154420033,0.08041313056434904
14460000,1.1246804,1.0903065e-05,1.1331768,0.03412252,2.798261489123106,246.06,2.798261489868164,0.08119761379435658
14470000,1.1246654,1.0698934e-05,1.1217273,0.03423798,2.671502612738146,240.33333333333334,2.671502609633737,0.07623056456213817
14480000,1.1246481,1.0496657e-05,1.1359237,0.03392783,2.756817687960232,246.14705882352942,2.75681768971331,0.07973720026476418
14490000,1.1246386,1.0298871e-05,1.135815,0.033792857,2.790430686805608,246.30188679245282,2.790430687508493,0.07615620066534798
14500000,1.124606,1.0105068e-05,1.1365,0.03354738,2.7886655558982203,243.29032258064515,2.7886655532544657,0.08057537065037797
14510000,1.1245934,9.906005e-06,1.1319822,0.03359422,2.732173770878996,240.82857142857142,2.7321737730077333,0.07811260137573948
14520000,1.1245756,9.702255e-06,1.137349,0.033388298,2.7802789627953812,246.0185185185185,2.7802789641751184,0.08248727315071004
14530000,1.1245562,9.494775e-06,1.1346687,0.033586707,2.766329760512998,246.1290322580645,2.760926463206609,0.07875362035507957
14540000,1.1245495,9.300663e-06,1.1346066,0.033675797,2.781929819685657,246.09756097560975,2.7854178888457164,0.08547919210312623
14550000,1.1245239,9.104774e-06,1.1303643,0.033669867,2.7679989604239768,244.95744680851064,2.7679989578876087,0.08303334155773863
14560000,1.1245146,8.903703e-06,1.1344213,0.033767186,2.8003184457775205,243.40625,2.8003184469416738,0.08336649817647412
14570000,1.1245043,8.70529e-06,1.1348431,0.0338159,2.812691302479882,246.07894736842104,2.8126913011074066,0.08095686363154336
14580000,1.1244998,8.497719e-06,1.1251091,0.03400889,2.740977373421192,243.66,2.740977372378111,0.08013540568761528
14590000,1.1244956,8.299691e-06,1.13507,0.033781074,2.7649930903027133,246.1290322580645,2.764993086937935,0.0831313775551896
14600000,1.1244831,8.10515e-06,1.1321603,0.03394977,2.780649728263202,245.02173913043478,2.7849627632233833,0.08128629965293739
14610000,1.1244719,7.903135e-06,1.1328533,0.033865493,2.792939564516378,246.04651162790697,2.7882491905580866,0.08335384068248625
14620000,1.1244605,7.704088e-06,1.1337466,0.033914313,2.8054823758701484,245.63333333333333,2.8025631606578827,0.08225729164701921
14630000,1.1244558,7.502272e-06,1.1307847,0.034001727,2.708523801493424,243.09259259259258,2.716857926322604,0.08152411285928397
14640000,1.1244513,7.3028223e-06,1.1311235,0.033976402,2.78037374203696,246.08823529411765,2.7709154863106575,0.08481352411112503
14650000,1.1244401,7.101174e-06,1.1363217,0.034075953,2.819495730358979,246.0344827586207,2.8194957272759797,0.08248023865423326
14660000,1.1244289,6.899251e-06,1.1347988,0.033972163,2.739298910544864,245.43103448275863,2.7392989102879475,0.080188632316502
14670000,1.124421,6.6990197e-06,1.1291192,0.033975184,2.748887627152726,244.6875,2.748887625290081,0.08322841179324314
14680000,1.124406,6.4977294e-06,1.1338017,0.033893622,2.7816252279462237,245.4848484848485,2.781625228397774,0.0854916488751769
14690000,1.1243984,6.302361e-06,1.1317747,0.03397678,2.772303690887847,246.0566037735849,2.772303690325539,0.08624953976920191
14700000,1.1243846,6.0972848e-06,1.1318195,0.03418417,2.7806094713283307,246.15151515151516,2.7806094722314314,0.0848103350197727
14710000,1.12437,5.8966166e-06,1.1336434,0.034203086,2.8057334410292762,246.0857142857143,2.805733440603529,0.08268208551619734
14720000,1.1243644,5.6984777e-06,1.1300949,0.034294758,2.746827970135887,244.30188679245282,2.746827971260503,0.0814519478711036
14730000,1.1243478,5.5016017e-06,1.1325562,0.03436521,2.733646622626111,246.0625,2.7297660977609697,0.08638451260424429
14740000,1.124342,5.304015e-06,1.1331352,0.034415532,2.753757940353574,246.05405405405406,2.767093376201742,0.0886505787151263
14750000,1.1243306,5.1003544e-06,1.1317753,0.03442195,2.739786556887406,242.42592592592592,2.7359902440455923,0.07993242533452678
14760000,1.1243196,4.8981265e-06,1.1252583,0.034520723,2.723008286740099,239.53571428571428,2.7207956588987647,0.0792918952165878
14770000,1.1243149,4.697165e-06,1.1318848,0.0344556,2.7946044919200435,246.15384615384616,2.791150809945287,0.08221465084903143
14780000,1.1243048,4.497676e-06,1.1298352,0.034358516,2.7676606841531455,246.2941176470588,2.7710884921955614,0.08085301576428255
14790000,1.1243001,4.3037935e-06,1.125707,0.034424283,2.659448997117579,235.59375,2.6594489966519177,0.08312007631684537
14800000,1.1242934,4.1081e-06,1.1299063,0.034324374,2.7709664249171815,246.05555555555554,2.7709664238823786,0.0844627811263005
14810000,1.1242855,3.899083e-06,1.1301514,0.03427426,2.7852310070561037,244.1851851851852,2.785231007883946,0.08183154719019378
14820000,1.1242815,3.699975e-06,1.1303153,0.034200013,2.694045720678387,243.5151515151515,2.694045721581488,0.0819088624733867
14830000,1.1242725,3.5059622e-06,1.1313252,0.034272462,2.779177131752173,246.15151515151516,2.782914752761523,0.08100836897889772
14840000,1.1242665,3.3009892e-06,1.1329638,0.034260143,2.8180366179772784,246.08928571428572,2.8141602277755737,0.08296865734697903
14850000,1.1242608,3.0978683e-06,1.1332045,0.03417486,2.7824405218873705,246.03571428571428,2.7824405240161076,0.08517594705335796
14860000,1.1242516,2.9005187e-06,1.1362844,0.034293592,2.8425356828068433,246.10526315789474,2.8425356871203373,0.08447939387865756
14870000,1.1242491,2.7033038e-06,1.1337473,0.034206633,2.7733733196343695,246.01785714285714,2.7725692597302523,0.08101983441209251
14880000,1.1242436,2.5002614e-06,1.1347268,0.034243867,2.772036598995328,246.08333333333334,2.7738589906692503,0.08200578268617392
14890000,1.1242409,2.2989757e-06,1.1243498,0.034627095,2.729049810293046,244.88636363636363,2.7290498091077264,0.08714641887557016
